beta,Ntot,n_s,n_r,mu_s,mu_r,V_offset,mu_glob,s2_s,s2_r,sigma2_s,sigma2_r,S2_tot,varsigma,file_mtime,V,shift,tp
0.0,23,0.46,-1.1102230246251565e-16,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,24,0.46,0.01999999999999985,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,25,0.46,0.03999999999999987,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,26,0.46,0.05999999999999989,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,27,0.46,0.0799999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,28,0.46,0.09999999999999992,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,29,0.46,0.11999999999999983,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,30,0.46,0.13999999999999985,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,31,0.46,0.15999999999999986,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,32,0.46,0.17999999999999988,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,33,0.46,0.1999999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,34,0.46,0.21999999999999992,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,35,0.46,0.23999999999999982,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,36,0.46,0.25999999999999984,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,37,0.46,0.27999999999999986,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,38,0.46,0.2999999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,39,0.46,0.3199999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,40,0.46,0.3399999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,41,0.46,0.3599999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,42,0.46,0.37999999999999984,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,43,0.46,0.39999999999999986,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,44,0.46,0.4199999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,45,0.46,0.4399999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,46,0.46,0.4599999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,47,0.46,0.4799999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,48,0.46,0.49999999999999983,,5.0,,5.0,,0.6931471805599456,,69.31471805599459,,,1764206418.0,1.0,-2,1.41421356237
0.0,49,0.46,0.5199999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,50,0.46,0.5399999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,51,0.46,0.5599999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,52,0.46,0.5799999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,53,0.46,0.5999999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,54,0.46,0.6199999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,55,0.46,0.6399999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,56,0.46,0.6599999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,57,0.46,0.6799999999999997,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,58,0.46,0.6999999999999997,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,59,0.46,0.7199999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,60,0.46,0.7399999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,61,0.46,0.7599999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,62,0.46,0.7799999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,63,0.46,0.7999999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,64,0.46,0.8199999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,65,0.46,0.8399999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,66,0.46,0.8599999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,67,0.46,0.8799999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,68,0.46,0.8999999999999999,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,69,0.46,0.9199999999999997,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,70,0.46,0.9399999999999997,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,71,0.46,0.9599999999999997,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,72,0.46,0.9799999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,73,0.46,0.9999999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.0,74,0.46,1.0199999999999998,,,,,,,,,,,1764206418.0,1.0,-2,1.41421356237
0.1,23,0.46,-1.1102230246251565e-16,-1.282007256839429,,,,0.6807954065214847,,73.99950070885701,,,,1764206418.0,1.0,-2,1.41421356237
0.1,24,0.46,0.01999999999999985,-1.282007256839429,,,,0.6807954065214847,,73.99950070885701,,,,1764206418.0,1.0,-2,1.41421356237
