beta,Ntot,n_s,n_r,mu_s,mu_r,V_offset,mu_glob,s2_s,s2_r,sigma2_s,sigma2_r,S2_tot,varsigma,file_mtime,V,shift,tp
0.0,18,0.36,-5.551115123125783e-17,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,19,0.36,0.019999999999999962,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,20,0.36,0.03999999999999998,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,21,0.36,0.05999999999999994,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,22,0.36,0.07999999999999996,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,23,0.36,0.09999999999999998,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,24,0.36,0.11999999999999994,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,25,0.36,0.13999999999999996,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,26,0.36,0.15999999999999998,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,27,0.36,0.18,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,28,0.36,0.2,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,29,0.36,0.21999999999999992,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,30,0.36,0.23999999999999994,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,31,0.36,0.25999999999999995,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,32,0.36,0.27999999999999997,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,33,0.36,0.3,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,34,0.36,0.32,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
0.0,35,0.36,0.3399999999999999,,,,,,,,,,,1764991820.0,0.3,-2,1.41421356237
