beta,Ntot,n_s,n_r,mu_s,mu_r,V_offset,mu_glob,s2_s,s2_r,sigma2_s,sigma2_r,S2_tot,varsigma,file_mtime,V,shift,tp
0.0,21,0.42,-1.1102230246251565e-16,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,22,0.42,0.019999999999999907,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,23,0.42,0.039999999999999925,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,24,0.42,0.05999999999999989,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,25,0.42,0.0799999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,26,0.42,0.09999999999999992,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,27,0.42,0.11999999999999994,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,28,0.42,0.13999999999999996,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,29,0.42,0.15999999999999986,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,30,0.42,0.17999999999999988,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,31,0.42,0.1999999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,32,0.42,0.21999999999999992,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,33,0.42,0.23999999999999994,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,34,0.42,0.25999999999999995,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,35,0.42,0.27999999999999986,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,36,0.42,0.2999999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,37,0.42,0.3199999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,38,0.42,0.3399999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,39,0.42,0.35999999999999993,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,40,0.42,0.37999999999999995,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,41,0.42,0.39999999999999986,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,42,0.42,0.4199999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,43,0.42,0.4399999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,44,0.42,0.4599999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,45,0.42,0.4799999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,46,0.42,0.49999999999999994,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,47,0.42,0.5199999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,48,0.42,0.5399999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,49,0.42,0.5599999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,50,0.42,0.5799999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,51,0.42,0.5999999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,52,0.42,0.6199999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,53,0.42,0.6399999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,54,0.42,0.6599999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,55,0.42,0.6799999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,56,0.42,0.7,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,57,0.42,0.7199999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,58,0.42,0.7399999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,59,0.42,0.7599999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,60,0.42,0.7799999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,61,0.42,0.7999999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,62,0.42,0.8199999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,63,0.42,0.8399999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,64,0.42,0.8599999999999999,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
