beta,Ntot,n_s,n_r,mu_s,mu_r,V_offset,mu_glob,s2_s,s2_r,sigma2_s,sigma2_r,S2_tot,varsigma,file_mtime,V,shift,tp
0.0,26,0.52,-2.220446049250313e-16,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,27,0.52,0.019999999999999796,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,28,0.52,0.039999999999999813,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,29,0.52,0.05999999999999972,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,30,0.52,0.07999999999999974,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,31,0.52,0.09999999999999976,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,32,0.52,0.11999999999999977,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,33,0.52,0.1399999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,34,0.52,0.1599999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,35,0.52,0.17999999999999972,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,36,0.52,0.19999999999999973,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,37,0.52,0.21999999999999975,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,38,0.52,0.23999999999999977,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,39,0.52,0.2599999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,40,0.52,0.2799999999999998,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,41,0.52,0.2999999999999997,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,42,0.52,0.31999999999999973,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,43,0.52,0.33999999999999975,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
0.0,44,0.52,0.35999999999999976,,,,,,,,,,,1765078400.0,-0.1,-2,1.41421356237
