Ntot,S2_tot,V,V_offset,beta,file_mtime,mu_glob,mu_r,mu_s,n_r,n_s,s2_r,s2_s,shift,tp,varsigma
30,,1.0,,0.0,1764110114.0,,,,0.24,0.36,,,-2.0,1.41421356237,
31,,1.0,,0.0,1764110114.0,,,,0.26,0.36,,,-2.0,1.41421356237,
32,,1.0,,0.0,1764110114.0,,,,0.28,0.36,,,-2.0,1.41421356237,
33,,1.0,,0.0,1764110114.0,,,,0.30000000000000004,0.36,,,-2.0,1.41421356237,
34,,1.0,,0.0,1764110114.0,,,,0.32000000000000006,0.36,,,-2.0,1.41421356237,
35,,1.0,,0.0,1764110114.0,,,,0.33999999999999997,0.36,,,-2.0,1.41421356237,
36,,1.0,,0.0,1764110114.0,,,,0.36,0.36,,,-2.0,1.41421356237,
37,,1.0,,0.0,1764110114.0,,,,0.38,0.36,,,-2.0,1.41421356237,
38,,1.0,,0.0,1764110114.0,,,,0.4,0.36,,,-2.0,1.41421356237,
39,,1.0,,0.0,1764110114.0,,,,0.42000000000000004,0.36,,,-2.0,1.41421356237,
40,,1.0,,0.0,1764110114.0,,,,0.44000000000000006,0.36,,,-2.0,1.41421356237,
41,,1.0,,0.0,1764110114.0,,,,0.45999999999999996,0.36,,,-2.0,1.41421356237,
42,,1.0,,0.0,1764110114.0,,,,0.48,0.36,,,-2.0,1.41421356237,
43,,1.0,,0.0,1764110114.0,,,,0.5,0.36,,,-2.0,1.41421356237,
44,,1.0,,0.0,1764110114.0,,,,0.52,0.36,,,-2.0,1.41421356237,
45,,1.0,,0.0,1764110114.0,,,,0.54,0.36,,,-2.0,1.41421356237,
46,,1.0,,0.0,1764110114.0,,,,0.56,0.36,,,-2.0,1.41421356237,
47,,1.0,,0.0,1764110114.0,,,,0.58,0.36,,,-2.0,1.41421356237,
48,,1.0,,0.0,1764110114.0,,,,0.6,0.36,,,-2.0,1.41421356237,
49,,1.0,,0.0,1764110114.0,,,,0.62,0.36,,,-2.0,1.41421356237,
50,,1.0,,0.0,1764110114.0,,,,0.64,0.36,,,-2.0,1.41421356237,
51,,1.0,,0.0,1764110114.0,,,,0.66,0.36,,,-2.0,1.41421356237,
52,,1.0,,0.0,1764110114.0,,,,0.68,0.36,,,-2.0,1.41421356237,
30,,1.0,,0.1,1764110114.0,,,,0.24,0.36,,,-2.0,1.41421356237,
31,,1.0,,0.1,1764110114.0,,,,0.26,0.36,,,-2.0,1.41421356237,
32,,1.0,,0.1,1764110114.0,,,,0.28,0.36,,,-2.0,1.41421356237,
33,,1.0,,0.1,1764110114.0,,,,0.30000000000000004,0.36,,,-2.0,1.41421356237,
34,,1.0,,0.1,1764110114.0,,,,0.32000000000000006,0.36,,,-2.0,1.41421356237,
35,,1.0,,0.1,1764110114.0,,,,0.33999999999999997,0.36,,,-2.0,1.41421356237,
36,,1.0,,0.1,1764110114.0,,,,0.36,0.36,,,-2.0,1.41421356237,
37,,1.0,,0.1,1764110114.0,,,,0.38,0.36,,,-2.0,1.41421356237,
38,,1.0,,0.1,1764110114.0,,,,0.4,0.36,,,-2.0,1.41421356237,
39,,1.0,,0.1,1764110114.0,,,,0.42000000000000004,0.36,,,-2.0,1.41421356237,
40,,1.0,,0.1,1764110114.0,,,,0.44000000000000006,0.36,,,-2.0,1.41421356237,
41,,1.0,,0.1,1764110114.0,,,,0.45999999999999996,0.36,,,-2.0,1.41421356237,
42,,1.0,,0.1,1764110114.0,-0.41507014017027255,-0.41507014017027255,,0.48,0.36,0.685510111551557,,-2.0,1.41421356237,
43,,1.0,,0.1,1764110114.0,0.44863332632673536,0.44863332632673536,,0.5,0.36,0.6869366831816535,,-2.0,1.41421356237,
44,,1.0,,0.1,1764110114.0,,,,0.52,0.36,,,-2.0,1.41421356237,
45,,1.0,,0.1,1764110114.0,,,,0.54,0.36,,,-2.0,1.41421356237,
46,,1.0,,0.1,1764110114.0,,,,0.56,0.36,,,-2.0,1.41421356237,
47,,1.0,,0.1,1764110114.0,,,,0.58,0.36,,,-2.0,1.41421356237,
48,,1.0,,0.1,1764110114.0,,,,0.6,0.36,,,-2.0,1.41421356237,
49,,1.0,,0.1,1764110114.0,,,,0.62,0.36,,,-2.0,1.41421356237,
50,,1.0,,0.1,1764110114.0,,,,0.64,0.36,,,-2.0,1.41421356237,
51,,1.0,,0.1,1764110114.0,,,,0.66,0.36,,,-2.0,1.41421356237,
52,,1.0,,0.1,1764110114.0,,,,0.68,0.36,,,-2.0,1.41421356237,
30,,1.0,,0.2,1764110114.0,,,,0.24,0.36,,,-2.0,1.41421356237,
31,,1.0,,0.2,1764110114.0,,,,0.26,0.36,,,-2.0,1.41421356237,
32,,1.0,,0.2,1764110114.0,,,,0.28,0.36,,,-2.0,1.41421356237,
