Ntot,S2_tot,V,V_offset,beta,file_mtime,mu_glob,mu_r,mu_s,n_r,n_s,s2_r,s2_s,shift,tp,varsigma
30,,1.0,,0.0,1764110114.0,,,,0.09999999999999998,0.5,,,-2.0,1.41421356237,
31,,1.0,,0.0,1764110114.0,,,,0.12,0.5,,,-2.0,1.41421356237,
32,,1.0,,0.0,1764110114.0,,,,0.14,0.5,,,-2.0,1.41421356237,
33,,1.0,,0.0,1764110114.0,,,,0.16000000000000003,0.5,,,-2.0,1.41421356237,
34,,1.0,,0.0,1764110114.0,,,,0.18000000000000005,0.5,,,-2.0,1.41421356237,
35,,1.0,,0.0,1764110114.0,,,,0.19999999999999996,0.5,,,-2.0,1.41421356237,
36,,1.0,,0.0,1764110114.0,,,,0.21999999999999997,0.5,,,-2.0,1.41421356237,
37,,1.0,,0.0,1764110114.0,,,,0.24,0.5,,,-2.0,1.41421356237,
38,,1.0,,0.0,1764110114.0,,,,0.26,0.5,,,-2.0,1.41421356237,
39,,1.0,,0.0,1764110114.0,,,,0.28,0.5,,,-2.0,1.41421356237,
40,,1.0,,0.0,1764110114.0,,,,0.30000000000000004,0.5,,,-2.0,1.41421356237,
41,,1.0,,0.0,1764110114.0,,,,0.31999999999999995,0.5,,,-2.0,1.41421356237,
42,,1.0,,0.0,1764110114.0,,,,0.33999999999999997,0.5,,,-2.0,1.41421356237,
43,,1.0,,0.0,1764110114.0,,,,0.36,0.5,,,-2.0,1.41421356237,
44,,1.0,,0.0,1764110114.0,,,,0.38,0.5,,,-2.0,1.41421356237,
45,,1.0,,0.0,1764110114.0,,,,0.4,0.5,,,-2.0,1.41421356237,
46,,1.0,,0.0,1764110114.0,,,,0.42000000000000004,0.5,,,-2.0,1.41421356237,
47,,1.0,,0.0,1764110114.0,,,,0.43999999999999995,0.5,,,-2.0,1.41421356237,
48,,1.0,,0.0,1764110114.0,,,,0.45999999999999996,0.5,,,-2.0,1.41421356237,
49,,1.0,,0.0,1764110114.0,,,,0.48,0.5,,,-2.0,1.41421356237,
50,,1.0,,0.0,1764110114.0,,,,0.5,0.5,,,-2.0,1.41421356237,
51,,1.0,,0.0,1764110114.0,,,,0.52,0.5,,,-2.0,1.41421356237,
52,,1.0,,0.0,1764110114.0,,,,0.54,0.5,,,-2.0,1.41421356237,
30,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.09999999999999998,0.5,,0.6869366831816535,-2.0,1.41421356237,
31,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.12,0.5,,0.6869366831816535,-2.0,1.41421356237,
32,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.14,0.5,,0.6869366831816535,-2.0,1.41421356237,
33,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.16000000000000003,0.5,,0.6869366831816535,-2.0,1.41421356237,
34,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.18000000000000005,0.5,,0.6869366831816535,-2.0,1.41421356237,
35,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.19999999999999996,0.5,,0.6869366831816535,-2.0,1.41421356237,
36,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.21999999999999997,0.5,,0.6869366831816535,-2.0,1.41421356237,
37,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.24,0.5,,0.6869366831816535,-2.0,1.41421356237,
38,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.26,0.5,,0.6869366831816535,-2.0,1.41421356237,
39,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.28,0.5,,0.6869366831816535,-2.0,1.41421356237,
40,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.30000000000000004,0.5,,0.6869366831816535,-2.0,1.41421356237,
41,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.31999999999999995,0.5,,0.6869366831816535,-2.0,1.41421356237,
42,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.33999999999999997,0.5,,0.6869366831816535,-2.0,1.41421356237,
43,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.36,0.5,,0.6869366831816535,-2.0,1.41421356237,
44,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.38,0.5,,0.6869366831816535,-2.0,1.41421356237,
45,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.4,0.5,,0.6869366831816535,-2.0,1.41421356237,
46,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.42000000000000004,0.5,,0.6869366831816535,-2.0,1.41421356237,
47,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.43999999999999995,0.5,,0.6869366831816535,-2.0,1.41421356237,
48,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.45999999999999996,0.5,,0.6869366831816535,-2.0,1.41421356237,
49,34.31116986833026,1.0,-0.8637034664970079,0.1,1764110114.0,-0.41507014017027255,-0.41507014017027255,0.44863332632673536,0.48,0.5,0.685510111551557,0.6869366831816535,-2.0,1.41421356237,0.0010394367457965596
50,34.346834159082675,1.0,0.0,0.1,1764110114.0,0.44863332632673536,0.44863332632673536,0.44863332632673536,0.5,0.5,0.6869366831816535,0.6869366831816535,-2.0,1.41421356237,0.0
51,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.52,0.5,,0.6869366831816535,-2.0,1.41421356237,
52,,1.0,,0.1,1764110114.0,,,0.44863332632673536,0.54,0.5,,0.6869366831816535,-2.0,1.41421356237,
30,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.09999999999999998,0.5,,0.6685499262057484,-2.0,1.41421356237,
31,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.12,0.5,,0.6685499262057484,-2.0,1.41421356237,
32,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.14,0.5,,0.6685499262057484,-2.0,1.41421356237,
33,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.16000000000000003,0.5,,0.6685499262057484,-2.0,1.41421356237,
34,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.18000000000000005,0.5,,0.6685499262057484,-2.0,1.41421356237,
35,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.19999999999999996,0.5,,0.6685499262057484,-2.0,1.41421356237,
36,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.21999999999999997,0.5,,0.6685499262057484,-2.0,1.41421356237,
37,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.24,0.5,,0.6685499262057484,-2.0,1.41421356237,
38,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.26,0.5,,0.6685499262057484,-2.0,1.41421356237,
39,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.28,0.5,,0.6685499262057484,-2.0,1.41421356237,
40,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.30000000000000004,0.5,,0.6685499262057484,-2.0,1.41421356237,
41,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.31999999999999995,0.5,,0.6685499262057484,-2.0,1.41421356237,
42,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.33999999999999997,0.5,,0.6685499262057484,-2.0,1.41421356237,
43,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.36,0.5,,0.6685499262057484,-2.0,1.41421356237,
44,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.38,0.5,,0.6685499262057484,-2.0,1.41421356237,
45,,1.0,,0.2,1764110114.0,,,0.4449091505013285,0.4,0.5,,0.6685499262057484,-2.0,1.41421356237,
